publicAddress,cluster,feature1,feature2
0x001c3b137c68f592952b82786096148390e9030d,0,-2.1308476757712227,2.3907157219651904
0x009c32960e474117d85fab65494729395c0959cf,2,-2.1781320397205164,-1.367980398924249
0x00a65468ce2bfc7365269ea2f39cc24ade522610,2,-2.1781320397205164,-1.367980398924245
0x01cf9fd2efa5fdf178bd635c3e2adf25b2052712,2,4.5000394182861445,0.40611683151989847
0x01f761805c90bc8abfaf504075afdb87e1e5dc08,3,12.399833847582395,-2.633279798149594
0x0293ed4e715200549ad47e0abfb4df209608084f,2,-2.1781320397205164,-1.3679803989242447
0x02fef05e6e12ed6d6f082fa01cbb9907ea0934e0,2,-2.1781320397205164,-1.3679803989242447
0x03d66c06177276c6cb1c410d8b77c0a628deffc1,3,16.73244463194886,1.13772489731948
0x03f11c7a45ba8219c87f312eecb07287c2095302,0,-2.0213906493303355,2.776482200504011
0x04361fd40c3e1eacb48a7155fa41f0a62189d111,2,-2.1781320397205164,-1.3679803989242447
0x046d7b246f6ccb99d161775dc7ca8a09670886b7,0,-1.8564762685861549,1.744548724165929
0x048093338957ead2abeee66b1fe838766658471f,3,14.922211226787107,-1.3264880339547656
0x0505d307622942e61ff04b12e86dd108d6e57f82,2,-2.1781320397205164,-1.3679803989242447
0x0511cebaac4343200f0ade0a4e112926599dd2ca,0,-1.9513234452006452,2.804838156185456
0x054becf10c79afa4e60f75b187837be9fb83867d,3,13.169959326592805,-2.174763075460782
0x05992a9b0b81dacd2e9debfe659f4a9084e8d7b7,0,2.8833779048089596,3.0519722186939475
0x05bd5b09e673405e671493b24ecbf43188d5d4c3,0,-1.720984992251675,2.397006270348192
0x05dd7ade6fd702820f345a5f97a4e5fb7c77e2d9,2,-2.1781320397205164,-1.3679803989242447
0x05e3bd68309213d1a1beb1e57b9dffb4b60146ea,2,-2.1781320397205164,-1.3679803989242447
0x0607afee8271b6c51e49f805585660809f8a16a0,2,-2.1781320397205164,-1.3679803989242447
0x063d796708fd3a9a7c11db27cf8fd5bcebe4882a,0,-2.031551976494985,1.7191095043497426
0x067b9bbbbc42d2ab9b9ab6bb62646daf7f344a76,0,-2.027191414209234,1.6484377144065219
0x06f398ce76acc1fce97b7cab0eb2a96ba9230c9b,0,-2.0596827561404836,1.821949126323701
0x070341aa5ed571f0fb2c4a5641409b1a46b4961b,3,21.52883055632352,-0.03259055403029071
0x0713613d4aac9f674a37724d20646759c2fd465d,2,-2.1781320397205164,-1.3679803989242447
0x075ad246261a7bbb9451bb7a9909cc64f175a12a,0,-2.063879400779657,2.8850574456704194
0x07726d7e4ed80c8c64a8dd27e64f876bd4225744,2,-1.2854128526975859,-1.7320805051768757
0x0846622b399f0a2f64d907a2e6db3d44d8a4631c,0,-1.9917434093936277,2.904959183005534
0x084d31558ab5f1c67dfbf7df84119c6a9e09c913,2,-2.1781320397205164,-1.3679803989242447
0x08fe91ee1c04c190a2014b3f1972867a36e366ba,3,9.491206394911337,-0.36795647491721883
0x090928b9327258f9b12ed9dcb9f64fb00e37c872,0,-2.1061703209306204,2.6115197676078905
0x0929d4e094a47384d3039627ea362df3f28d96ec,2,-2.1709645913650846,-1.1421307042696038
0x0949172a0cf4d7c28693163c6cdde3fac2ec616e,2,-2.1781320397205164,-1.3679803989242447
0x09d4083ffd20d21acb9118465ad7c52ac8b548f7,0,-2.002199502595002,2.9798781227103754
0x09e2d406f1b599b1470169682355d119acd81cdf,2,-2.1781320397205164,-1.3679803989242447
0x09f7c30adaec6c736472ca01231f4242eb0ded8d,0,-2.051845547238273,2.8074268473097455
0x0a104d7876c1e8ecc33fd3cd23a0c552815e878c,2,-2.1781320397205164,-1.3679803989242447
0x0a81587230e839bc2846fe61dbe3bf8361d71612,2,-2.1781320397205164,-1.3679803989242447
0x0a9eeddaa65546ad35d3f0ac9e6f09575e4c9297,1,2.502363855984264,3.088587835724037
0x0b98721c78e2ba41d4d8e712d9871494968d06c7,2,-2.1781320397205164,-1.3679803989242447
0x0bd32cd640547cd7a5cb1563844b45be455f5a89,0,-2.1061703209306204,2.6115197676078905
0x0c6817009b36366ff2c16f027fcf613f41084c74,2,-2.1781320397205164,-1.3679803989242447
0x0dff17cbc5f07259504274fa0b59a2f29605f25a,0,-2.054129731350957,1.7882230299520168
0x0e15eded1e50a3c0f45e5677b3ca96fbdcdb26d7,0,-1.9441336208971953,2.107650015929352
0x0eb5b03c0303f2f47cd81d7be4275af8ed347576,3,16.141127876677576,-0.7280024535397033
0x0edd459a36bec373b478bdb2b183b73d57bbe811,2,-2.1781320397205164,-1.3679803989242447
0x0f0ff3b82a0bf395f067dd76cebc905c3b112a82,0,-0.6999167962510923,0.7172009699337923
0x0f1bce907acfd7b2bde4190310bcd01b31f13cf5,2,-2.1781320397205164,-1.3679803989242447
0x0f2831c01dfe9f7d868ad8a1f0ab835b1e23427b,2,-2.1781320397205164,-1.3679803989242447
0x0f57b28cccb99b0a2bd4a8f67f9bdc13c56ef0bb,2,-2.1781320397205164,-1.3679803989242447
0x0fe4852b9c85d4096ee4dd54bae7ba8a437f2648,0,-2.048106782618102,2.175128048480981
0x1018142957a9509f0f0f69c1d380a369ace15db3,0,-1.9211306263766572,2.895981798727758
0x102bfc92c2eae4b40ee319ebbdbc3c73bfc05d2f,2,-2.1781320397205164,-1.3679803989242447
0x1053f0ea68ba3b49fa00c477ff664f5d5514a121,2,-2.1781320397205164,-1.3679803989242447
